Timestamp,Time,Body,Pos_X,Pos_Y,Pos_Z,Quat_X,Quat_Y,Quat_Z,Quat_W,Vel_X,Vel_Y,Vel_Z,AngVel_X,AngVel_Y,AngVel_Z,Force_X,Force_Y,Force_Z,Torque_X,Torque_Y,Torque_Z
2025-08-01 22:22:12.626852,0.01,payload,0.0,0.0,9.999019,0.0,0.0,0.0,1.0,0.0,0.0,-0.09810000000000002,0.0,0.0,0.0,0.0,0.0,-98.10000000000001,0.0,0.0,0.0
2025-08-01 22:22:12.633238,0.02,payload,0.0,0.0,9.997057,0.0,0.0,0.0,1.0,0.0,0.0,-0.19620000000000004,0.0,0.0,0.0,0.0,0.0,-98.10000000000001,0.0,0.0,0.0
2025-08-01 22:22:12.639295,0.03,payload,0.0,0.0,9.994114,0.0,0.0,0.0,1.0,0.0,0.0,-0.29430000000000006,0.0,0.0,0.0,0.0,0.0,-98.10000000000001,0.0,0.0,0.0
2025-08-01 22:22:12.646524,0.04,payload,0.0,0.0,9.99019,0.0,0.0,0.0,1.0,0.0,0.0,-0.3924000000000001,0.0,0.0,0.0,0.0,0.0,-98.10000000000001,0.0,0.0,0.0
2025-08-01 22:22:12.650224,0.05,payload,0.0,0.0,9.985285,0.0,0.0,0.0,1.0,0.0,0.0,-0.4905000000000001,0.0,0.0,0.0,0.0,0.0,-98.10000000000001,0.0,0.0,0.0
2025-08-01 22:22:12.653781,0.060000000000000005,payload,0.0,0.0,9.979398999999999,0.0,0.0,0.0,1.0,0.0,0.0,-0.5886000000000001,0.0,0.0,0.0,0.0,0.0,-98.10000000000001,0.0,0.0,0.0
2025-08-01 22:22:12.658552,0.07,payload,0.0,0.0,9.972532,0.0,0.0,0.0,1.0,0.0,0.0,-0.6867000000000001,0.0,0.0,0.0,0.0,0.0,-98.10000000000001,0.0,0.0,0.0
2025-08-01 22:22:12.663546,0.08,payload,0.0,0.0,9.964684,0.0,0.0,0.0,1.0,0.0,0.0,-0.7848000000000002,0.0,0.0,0.0,0.0,0.0,-98.10000000000001,0.0,0.0,0.0
2025-08-01 22:22:12.667248,0.09,payload,0.0,0.0,9.955855,0.0,0.0,0.0,1.0,0.0,0.0,-0.8829000000000002,0.0,0.0,0.0,0.0,0.0,-98.10000000000001,0.0,0.0,0.0
2025-08-01 22:22:12.671127,0.09999999999999999,payload,0.0,0.0,9.946045,0.0,0.0,0.0,1.0,0.0,0.0,-0.9810000000000003,0.0,0.0,0.0,0.0,0.0,-98.10000000000001,0.0,0.0,0.0
2025-08-01 22:22:12.676252,0.10999999999999999,payload,0.0,0.0,9.935254,0.0,0.0,0.0,1.0,0.0,0.0,-1.0791000000000004,0.0,0.0,0.0,0.0,0.0,-98.10000000000001,0.0,0.0,0.0
2025-08-01 22:22:12.682652,0.11999999999999998,payload,0.0,0.0,9.923482,0.0,0.0,0.0,1.0,0.0,0.0,-1.1772000000000005,0.0,0.0,0.0,0.0,0.0,-98.10000000000001,0.0,0.0,0.0
2025-08-01 22:22:12.686881,0.12999999999999998,payload,0.0,0.0,9.910729,0.0,0.0,0.0,1.0,0.0,0.0,-1.2753000000000005,0.0,0.0,0.0,0.0,0.0,-98.10000000000001,0.0,0.0,0.0
2025-08-01 22:22:12.692421,0.13999999999999999,payload,0.0,0.0,9.896995,0.0,0.0,0.0,1.0,0.0,0.0,-1.3734000000000006,0.0,0.0,0.0,0.0,0.0,-98.10000000000001,0.0,0.0,0.0
2025-08-01 22:22:12.697951,0.15,payload,0.0,0.0,9.88228,0.0,0.0,0.0,1.0,0.0,0.0,-1.4715000000000007,0.0,0.0,0.0,0.0,0.0,-98.10000000000001,0.0,0.0,0.0
2025-08-01 22:22:12.702031,0.16,payload,0.0,0.0,9.866584,0.0,0.0,0.0,1.0,0.0,0.0,-1.5696000000000008,0.0,0.0,0.0,0.0,0.0,-98.10000000000001,0.0,0.0,0.0
2025-08-01 22:22:12.705840,0.17,payload,0.0,0.0,9.849907,0.0,0.0,0.0,1.0,0.0,0.0,-1.6677000000000008,0.0,0.0,0.0,0.0,0.0,-98.10000000000001,0.0,0.0,0.0
2025-08-01 22:22:12.711817,0.18000000000000002,payload,0.0,0.0,9.832249,0.0,0.0,0.0,1.0,0.0,0.0,-1.765800000000001,0.0,0.0,0.0,0.0,0.0,-98.10000000000001,0.0,0.0,0.0
2025-08-01 22:22:12.716398,0.19000000000000003,payload,0.0,0.0,9.813609999999999,0.0,0.0,0.0,1.0,0.0,0.0,-1.863900000000001,0.0,0.0,0.0,0.0,0.0,-98.10000000000001,0.0,0.0,0.0
2025-08-01 22:22:12.719983,0.20000000000000004,payload,0.0,0.0,9.793989999999999,0.0,0.0,0.0,1.0,0.0,0.0,-1.962000000000001,0.0,0.0,0.0,0.0,0.0,-98.10000000000001,0.0,0.0,0.0
2025-08-01 22:22:12.723857,0.21000000000000005,payload,0.0,0.0,9.773389,0.0,0.0,0.0,1.0,0.0,0.0,-2.060100000000001,0.0,0.0,0.0,0.0,0.0,-98.10000000000001,0.0,0.0,0.0
2025-08-01 22:22:12.729823,0.22000000000000006,payload,0.0,0.0,9.751807,0.0,0.0,0.0,1.0,0.0,0.0,-2.1582000000000012,0.0,0.0,0.0,0.0,0.0,-98.10000000000001,0.0,0.0,0.0
2025-08-01 22:22:12.733793,0.23000000000000007,payload,0.0,0.0,9.729244,0.0,0.0,0.0,1.0,0.0,0.0,-2.2563000000000013,0.0,0.0,0.0,0.0,0.0,-98.10000000000001,0.0,0.0,0.0
2025-08-01 22:22:12.737386,0.24000000000000007,payload,0.0,0.0,9.7057,0.0,0.0,0.0,1.0,0.0,0.0,-2.3544000000000014,0.0,0.0,0.0,0.0,0.0,-98.10000000000001,0.0,0.0,0.0
2025-08-01 22:22:12.742383,0.25000000000000006,payload,0.0,0.0,9.681175,0.0,0.0,0.0,1.0,0.0,0.0,-2.4525000000000015,0.0,0.0,0.0,0.0,0.0,-98.10000000000001,0.0,0.0,0.0
2025-08-01 22:22:12.747538,0.26000000000000006,payload,0.0,0.0,9.655669,0.0,0.0,0.0,1.0,0.0,0.0,-2.5506000000000015,0.0,0.0,0.0,0.0,0.0,-98.10000000000001,0.0,0.0,0.0
2025-08-01 22:22:12.751120,0.2700000000000001,payload,0.0,0.0,9.629182,0.0,0.0,0.0,1.0,0.0,0.0,-2.6487000000000016,0.0,0.0,0.0,0.0,0.0,-98.10000000000001,0.0,0.0,0.0
2025-08-01 22:22:12.755220,0.2800000000000001,payload,0.0,0.0,9.601714,0.0,0.0,0.0,1.0,0.0,0.0,-2.7468000000000017,0.0,0.0,0.0,0.0,0.0,-98.10000000000001,0.0,0.0,0.0
2025-08-01 22:22:12.759751,0.2900000000000001,payload,0.0,0.0,9.573265,0.0,0.0,0.0,1.0,0.0,0.0,-2.8449000000000018,0.0,0.0,0.0,0.0,0.0,-98.10000000000001,0.0,0.0,0.0
2025-08-01 22:22:12.765313,0.3000000000000001,payload,0.0,0.0,9.543835,0.0,0.0,0.0,1.0,0.0,0.0,-2.943000000000002,0.0,0.0,0.0,0.0,0.0,-98.10000000000001,0.0,0.0,0.0
2025-08-01 22:22:12.769274,0.3100000000000001,payload,0.0,0.0,9.513423999999999,0.0,0.0,0.0,1.0,0.0,0.0,-3.041100000000002,0.0,0.0,0.0,0.0,0.0,-98.10000000000001,0.0,0.0,0.0
2025-08-01 22:22:12.772870,0.3200000000000001,payload,0.0,0.0,9.482031999999998,0.0,0.0,0.0,1.0,0.0,0.0,-3.139200000000002,0.0,0.0,0.0,0.0,0.0,-98.10000000000001,0.0,0.0,0.0
2025-08-01 22:22:12.778656,0.3300000000000001,payload,0.0,0.0,9.449658999999999,0.0,0.0,0.0,1.0,0.0,0.0,-3.237300000000002,0.0,0.0,0.0,0.0,0.0,-98.10000000000001,0.0,0.0,0.0
2025-08-01 22:22:12.782787,0.34000000000000014,payload,0.0,0.0,9.416305,0.0,0.0,0.0,1.0,0.0,0.0,-3.335400000000002,0.0,0.0,0.0,0.0,0.0,-98.10000000000001,0.0,0.0,0.0
2025-08-01 22:22:12.786445,0.35000000000000014,payload,0.0,0.0,9.381969999999999,0.0,0.0,0.0,1.0,0.0,0.0,-3.433500000000002,0.0,0.0,0.0,0.0,0.0,-98.10000000000001,0.0,0.0,0.0
2025-08-01 22:22:12.790346,0.36000000000000015,payload,0.0,0.0,9.346654,0.0,0.0,0.0,1.0,0.0,0.0,-3.5316000000000023,0.0,0.0,0.0,0.0,0.0,-98.10000000000001,0.0,0.0,0.0
2025-08-01 22:22:12.796392,0.37000000000000016,payload,0.0,0.0,9.310357,0.0,0.0,0.0,1.0,0.0,0.0,-3.6297000000000024,0.0,0.0,0.0,0.0,0.0,-98.10000000000001,0.0,0.0,0.0
2025-08-01 22:22:12.800153,0.38000000000000017,payload,0.0,0.0,9.273079,0.0,0.0,0.0,1.0,0.0,0.0,-3.7278000000000024,0.0,0.0,0.0,0.0,0.0,-98.10000000000001,0.0,0.0,0.0
2025-08-01 22:22:12.803739,0.3900000000000002,payload,0.0,0.0,9.23482,0.0,0.0,0.0,1.0,0.0,0.0,-3.8259000000000025,0.0,0.0,0.0,0.0,0.0,-98.10000000000001,0.0,0.0,0.0
